ndvi,temperature,rainfall,humidity,yield_tph
0.546,34.04,129.7,66.19,2.8
0.777,33.72,187.18,60.06,4.13
0.669,34.57,150.54,77.36,3.29
0.741,21.15,72.27,57.38,3.13
0.273,24.49,102.54,63.08,1.51
0.296,32.34,109.28,85.36,1.23
0.58,25.35,198.65,67.57,3.28
0.628,29.51,170.07,55.51,3.09
0.398,20.51,88.64,61.04,1.81
0.572,28.36,113.68,86.83,3.11
0.299,31.79,158.11,47.39,1.77
0.756,24.24,104.26,89.49,3.01
0.437,31.85,136.86,64.36,2.56
0.535,35.1,125.91,56.53,2.65
0.595,26.37,119.8,79.99,2.23
0.513,26.89,158.24,68.02,2.3
0.631,33.28,100.69,60.44,2.38
0.262,22.22,89.79,60.45,1.1
0.318,33.98,151.04,59.94,2.29
0.363,26.19,186.62,78.94,2.23
0.785,31.27,197.84,56.51,3.69
0.616,34.26,136.09,70.22,2.61
0.417,21.97,136.64,89.11,2.21
0.531,22.47,138.16,85.31,2.9
0.496,30.9,73.3,58.51,2.17
0.387,20.06,106.51,71.46,2.22
0.332,24.11,182.76,53.3,2.48
0.389,32.0,101.01,82.42,1.82
0.27,28.56,188.29,86.06,2.02
0.292,34.87,74.14,76.22,1.26
0.692,20.7,182.38,50.88,3.48
0.523,20.47,67.93,54.59,2.18
0.325,29.5,146.3,50.43,1.93
0.296,20.34,165.41,55.81,1.75
0.707,24.99,65.59,53.94,2.9
0.398,26.3,80.66,65.5,1.69
0.409,29.38,87.02,85.32,2.27
0.734,34.36,56.95,51.64,2.78
0.527,28.06,191.3,89.72,2.87
0.721,32.23,69.41,75.46,2.68
0.687,30.49,90.89,69.43,2.85
0.573,26.51,127.73,63.57,2.88
0.362,20.89,80.55,55.94,1.57
0.293,20.38,68.22,78.34,1.5
0.704,23.35,178.76,63.67,3.26
0.746,20.58,52.7,52.45,2.65
0.381,30.01,83.58,75.96,1.91
0.325,21.17,122.4,63.07,2.04
0.494,23.64,98.63,66.85,2.38
0.377,32.44,188.25,52.6,2.69
0.539,20.4,76.68,87.78,2.13
0.624,29.59,168.24,64.47,2.95
0.782,34.43,150.23,67.42,3.71
0.631,32.9,122.49,61.83,2.73
0.57,24.91,157.19,81.82,3.12
0.436,27.69,111.66,57.65,2.1
0.576,32.53,158.68,77.52,2.69
0.583,20.19,111.29,52.22,2.43
0.301,26.62,137.82,45.8,1.49
0.426,24.02,150.7,47.7,2.3
0.284,32.75,141.55,59.19,1.95
0.343,27.01,130.62,60.22,1.88
0.571,27.96,175.83,59.54,3.41
0.74,30.4,99.57,89.81,3.04
0.653,35.82,117.43,51.79,3.03
0.382,29.38,112.02,49.91,2.32
0.612,35.12,136.82,64.87,2.73
0.582,35.79,148.36,88.85,2.55
0.788,32.03,96.9,73.49,3.16
0.423,32.44,52.75,88.22,1.62
0.569,26.36,183.83,54.44,3.02
0.26,28.39,159.61,52.24,1.65
0.443,33.92,117.26,59.84,1.78
0.414,23.1,66.12,52.93,1.56
0.402,34.12,188.86,57.09,2.53
0.37,30.37,103.18,52.49,1.64
0.756,24.16,129.38,65.7,3.67
0.357,20.35,75.31,57.97,1.83
0.619,28.54,75.97,75.18,2.59
0.484,29.79,105.74,71.97,2.1
0.449,34.37,196.0,71.53,3.08
0.624,24.67,65.53,85.55,2.63
0.554,32.94,197.92,79.01,2.96
0.596,26.36,143.41,54.1,2.73
0.669,32.58,191.3,67.66,2.99
0.549,24.76,68.75,45.38,2.38
0.371,28.25,177.38,83.13,2.62
0.775,25.1,142.53,60.0,3.33
0.521,30.61,160.05,86.32,2.78
0.762,25.83,151.03,75.51,3.46
0.412,31.03,63.28,45.21,1.33
0.481,23.37,123.57,83.63,2.45
0.336,20.47,55.6,62.01,1.78
0.674,24.61,67.56,86.96,2.66
0.452,30.88,116.78,81.65,2.43
0.5,30.14,106.55,63.43,1.92
0.49,20.61,154.26,48.46,2.52
0.309,30.16,161.68,73.37,1.94
0.764,26.32,180.85,81.0,3.32
0.289,23.05,73.35,60.41,1.32
0.625,32.74,110.06,52.49,3.03
0.546,32.56,149.61,89.31,2.66
0.646,28.29,128.11,45.93,2.98
0.289,23.99,132.13,68.43,2.09
0.509,29.51,116.57,48.84,2.61
0.752,31.42,133.39,49.68,3.56
0.608,27.51,194.89,50.46,3.55
0.482,31.33,141.49,46.65,2.38
0.26,21.88,193.08,55.34,1.7
0.488,26.86,90.04,85.7,2.44
0.528,21.65,108.04,45.31,2.12
0.543,22.01,73.86,61.81,2.65
0.457,32.43,148.85,59.56,2.37
0.612,33.96,153.05,66.45,2.8
0.753,26.88,109.96,89.74,3.28
0.78,25.91,190.56,74.1,3.9
0.577,34.53,120.95,66.76,2.45
0.384,31.42,122.85,51.81,1.82
0.358,34.79,97.28,55.08,1.76
0.351,21.04,97.68,54.68,1.53
0.597,26.88,118.89,65.66,2.31
0.787,32.9,152.17,85.35,3.71
0.531,27.76,139.01,76.46,2.56
0.651,27.45,149.72,81.3,3.0
0.45,25.91,82.33,53.62,2.28
0.574,23.36,174.47,54.89,2.97
0.776,30.32,114.29,51.11,2.94
0.267,21.39,123.04,82.42,1.57
0.709,21.5,123.32,74.77,2.99
0.275,22.74,194.94,83.97,1.87
0.797,33.72,103.81,59.03,3.24
0.378,25.86,82.79,82.81,1.98
0.277,32.96,131.6,52.87,1.92
0.673,31.41,133.79,66.88,3.23
0.433,34.93,139.67,48.7,2.34
0.646,22.55,185.83,48.42,3.31
0.48,22.77,67.88,88.53,1.76
0.512,22.29,76.5,68.84,2.52
0.643,32.83,60.73,66.3,2.05
0.567,25.63,195.19,58.67,3.06
0.545,22.1,60.59,88.72,2.02
0.255,31.51,159.03,77.08,1.87
0.414,22.51,94.93,60.1,1.96
0.562,21.84,180.51,67.69,3.25
0.762,32.65,136.11,76.18,3.35
0.52,34.87,95.8,60.46,2.16
0.732,24.51,187.08,49.91,3.47
0.355,32.77,153.41,86.05,1.81
0.622,21.69,138.34,68.47,3.41
0.738,33.6,173.3,65.19,3.74
0.391,32.82,108.74,81.99,2.23
0.507,35.09,146.3,79.26,2.1
0.795,33.65,170.84,60.38,3.79
0.391,32.36,106.68,45.63,1.91
0.267,21.51,139.79,48.26,2.06
0.38,27.59,95.34,87.45,2.0
0.37,23.64,57.29,69.87,1.68
0.71,26.84,175.91,68.09,3.53
0.743,32.29,85.84,52.43,3.11
0.552,23.78,127.09,59.32,2.78
0.782,25.04,66.02,85.29,3.37
0.709,24.78,76.82,71.39,2.64
0.769,34.35,175.02,58.92,3.77
0.445,20.01,96.29,59.15,2.17
0.76,27.51,140.55,70.6,3.31
0.747,29.34,186.89,54.72,3.56
0.329,28.58,178.49,88.33,2.15
0.315,30.23,163.96,83.56,2.17
0.42,25.39,190.43,84.79,2.1
0.435,30.37,93.52,52.26,1.53
0.261,22.24,58.66,67.07,1.48
0.452,27.61,138.17,81.78,2.4
0.728,24.05,121.61,45.72,2.97
0.669,23.3,84.64,78.52,3.03
0.435,26.53,173.17,79.4,3.24
0.696,34.11,189.02,89.47,3.78
0.39,21.34,133.2,65.88,1.85
0.605,32.29,94.03,71.98,2.84
0.598,26.81,168.06,76.9,2.85
0.493,20.04,168.33,66.7,3.03
0.405,29.48,134.41,83.57,2.13
0.491,34.2,59.92,85.42,1.98
0.789,34.11,62.93,57.71,3.63
0.648,27.32,90.91,53.32,3.12
0.486,35.45,199.12,61.88,2.82
0.409,23.27,175.66,46.98,2.62
0.469,34.39,131.15,60.55,2.18
0.351,21.2,158.24,78.77,1.84
0.436,30.08,138.58,68.53,2.26
0.3,35.08,137.34,88.79,2.05
0.427,24.02,179.31,77.52,2.81
0.416,21.53,120.49,69.52,2.26
0.479,28.62,130.94,87.42,3.11
0.513,30.48,50.8,52.53,1.81
0.617,32.82,123.66,84.1,2.77
0.431,23.84,69.77,55.12,1.5
0.372,33.23,117.19,73.1,1.88
0.745,32.41,91.63,77.14,2.92
0.307,26.69,121.9,55.97,2.05
0.622,31.28,181.22,69.21,3.37
0.362,23.66,112.66,78.23,2.08
0.38,26.92,170.4,87.02,2.53
0.439,30.06,190.03,75.38,2.5
0.437,29.29,98.32,55.8,2.05
0.766,27.16,161.76,55.61,3.53
0.497,30.56,139.22,83.92,2.64
0.563,32.56,101.39,73.13,2.65
0.652,21.32,166.1,52.24,2.96
0.254,28.09,126.34,48.45,1.38
0.756,27.99,78.63,55.69,2.86
0.351,21.83,197.5,70.42,2.63
0.536,21.24,64.29,75.68,2.52
0.463,35.59,152.24,58.05,2.58
0.7,34.77,66.15,69.83,2.77
0.454,27.13,89.89,75.13,2.26
0.724,33.75,64.38,72.86,3.07
0.438,20.94,77.22,63.84,2.22
0.627,24.38,117.83,67.2,2.45
0.368,28.01,111.64,50.08,2.19
0.493,35.83,76.47,57.9,2.34
0.507,28.78,119.6,62.97,1.85
0.73,24.83,137.13,60.83,3.33
0.742,20.89,182.8,87.57,3.62
0.425,30.17,187.86,53.07,2.4
0.404,31.86,171.17,80.73,2.49
0.486,35.32,111.7,60.17,2.38
0.7,32.5,144.79,74.99,3.28
0.289,27.4,96.01,52.86,1.66
0.779,35.76,81.18,47.0,2.74
0.695,27.16,150.17,57.99,3.37
0.69,25.88,122.92,54.83,3.16
0.552,24.03,104.45,62.38,2.45
0.45,33.72,88.61,58.33,2.03
0.796,22.77,108.24,49.44,3.33
0.714,29.23,163.5,64.76,3.39
0.696,24.59,104.0,57.62,2.7
0.345,27.04,58.4,47.37,1.88
0.759,31.99,85.7,60.83,3.64
0.35,22.46,112.21,77.97,1.55
0.312,20.45,105.34,72.27,1.63
0.663,23.89,184.82,50.81,2.89
0.748,23.12,138.89,82.81,3.4
0.291,33.21,120.12,58.83,1.81
0.363,26.32,162.22,83.95,2.07
0.604,20.76,105.01,75.4,2.61
0.705,27.13,57.75,59.14,2.36
0.76,34.93,162.18,77.72,3.81
0.596,30.91,60.05,52.36,2.16
0.416,32.42,70.5,68.51,1.44
0.48,25.51,65.51,62.31,2.33
0.288,35.06,139.49,85.99,1.22
0.718,31.09,63.78,80.4,3.14
0.608,32.03,132.19,82.18,3.46
0.384,23.99,118.64,73.48,1.73
0.373,29.63,63.33,59.66,1.84
0.732,35.68,170.74,68.22,3.48
0.758,21.15,147.93,87.77,3.43
0.453,31.89,159.46,84.57,2.52
0.702,30.92,106.57,81.14,2.91
0.798,31.57,84.31,78.87,3.07
0.25,30.81,132.72,53.34,1.81
0.767,25.35,106.45,74.17,3.11
0.787,28.25,79.4,67.51,3.7
0.651,26.86,73.37,48.06,2.38
0.746,34.07,122.59,66.99,3.02
0.752,26.46,196.01,87.42,3.5
0.381,33.79,114.66,82.12,2.13
0.262,34.67,68.12,61.81,1.3
0.56,22.25,181.93,74.18,3.13
0.568,31.21,112.36,89.75,2.5
0.609,20.25,148.76,58.04,2.75
0.373,28.34,105.48,65.53,1.87
0.337,32.28,99.41,86.76,1.89
0.515,33.61,75.94,73.34,2.6
0.337,30.94,142.36,53.08,2.06
0.533,34.41,159.64,61.94,2.31
0.3,34.48,111.24,57.83,1.44
0.388,33.48,71.44,62.45,1.64
0.44,32.88,84.73,49.77,1.78
0.55,29.0,188.18,67.09,3.1
0.296,20.6,133.24,62.22,1.68
0.641,32.74,143.31,72.89,3.4
0.752,22.77,93.33,88.4,3.07
0.769,35.08,144.34,46.1,3.25
0.485,26.35,149.96,73.64,2.41
0.609,33.79,157.38,82.86,2.72
0.537,21.72,187.45,45.02,2.44
0.492,23.33,147.91,79.0,2.46
0.793,30.69,91.43,55.7,3.44
0.534,28.75,142.4,61.27,2.42
0.785,26.04,97.45,62.03,3.08
0.306,33.05,115.0,56.8,1.62
0.669,35.12,92.95,68.52,3.12
0.603,21.85,171.28,68.53,3.12
0.443,35.02,101.01,63.89,1.85
0.772,32.76,81.2,88.34,3.28
0.291,29.71,62.09,52.53,1.58
0.464,35.54,92.95,53.42,2.01
0.423,28.32,191.6,84.24,2.46
0.666,26.89,113.08,86.92,2.98
0.609,28.88,188.06,89.73,2.8
0.755,33.61,148.8,49.62,3.33
0.33,27.49,160.15,75.79,2.12
0.272,26.56,118.69,57.06,2.2
0.555,22.28,131.72,55.94,2.4
0.744,24.71,124.39,49.77,3.49
0.25,21.52,54.33,59.85,1.29
0.486,26.17,183.53,86.57,2.21
0.254,29.44,63.48,85.9,1.39
0.327,23.94,177.72,51.79,2.11
0.461,23.2,176.94,52.66,3.18
0.283,32.79,137.95,52.4,2.03
0.473,31.98,84.16,69.01,2.44
0.39,23.08,176.63,56.52,2.44
0.762,28.46,100.56,48.14,2.98
0.661,23.77,126.05,50.08,3.05
0.457,25.89,84.44,60.82,1.94
0.424,26.42,129.12,84.76,2.2
0.412,29.64,67.81,72.84,1.91
0.555,26.75,169.98,85.53,2.95
0.691,31.23,184.95,82.87,3.28
0.277,22.71,100.76,65.19,1.49
0.696,25.9,154.6,76.37,3.24
0.297,28.62,128.1,79.59,1.72
0.553,25.8,86.73,72.72,2.82
0.351,22.79,121.73,58.19,1.57
0.763,28.77,100.45,81.26,2.59
0.265,27.55,117.92,67.89,1.26
0.409,33.0,182.1,66.9,2.48
0.484,32.06,89.84,66.04,2.4
0.414,21.95,70.4,59.45,2.09
0.534,32.12,67.08,89.95,2.29
0.505,29.0,189.58,56.33,2.83
0.364,31.49,132.04,64.34,1.96
0.538,22.3,85.18,63.05,2.26
0.639,21.07,148.37,75.57,3.6
0.381,31.92,140.43,86.87,2.38
0.687,24.54,119.59,51.29,2.94
0.459,20.67,189.82,76.61,2.47
0.575,33.83,139.4,59.02,2.87
0.786,24.09,83.28,57.54,3.51
0.593,22.47,111.14,61.08,2.95
0.653,26.1,198.27,87.9,3.41
0.348,25.78,63.63,83.31,1.67
0.252,23.9,100.99,84.96,1.76
0.322,30.51,185.97,56.08,2.36
0.614,34.91,187.51,61.28,3.6
0.526,24.09,70.68,68.39,2.79
0.584,24.1,83.7,49.08,2.51
0.594,31.0,167.58,79.7,3.21
0.283,28.12,58.66,65.67,0.79
0.695,25.99,144.85,67.08,3.37
0.273,33.34,66.06,56.58,1.25
0.687,29.43,112.63,78.32,2.95
0.755,25.76,116.13,81.88,2.96
0.254,26.92,138.31,84.33,1.52
0.252,35.32,110.62,59.57,1.35
0.757,23.86,66.57,74.12,2.76
0.637,35.39,141.82,48.54,2.98
0.561,29.97,180.54,80.54,2.86
0.693,35.71,186.82,55.38,3.39
0.608,27.46,63.16,84.06,2.78
0.743,32.71,122.66,63.17,2.91
0.723,25.3,183.28,84.28,3.37
0.573,26.85,55.0,46.52,2.0
0.761,31.9,112.6,54.41,3.51
0.344,32.96,62.42,64.09,1.48
0.513,35.73,110.41,55.08,2.84
0.517,33.17,163.46,87.95,2.78
0.343,32.13,194.22,57.67,2.24
0.529,20.57,154.11,78.37,2.71
0.572,22.37,86.96,52.91,2.56
0.399,23.36,143.01,85.43,1.91
0.785,29.59,132.48,51.56,3.46
0.388,25.75,121.01,55.12,1.4
0.459,33.92,79.98,58.93,1.79
0.279,28.45,73.09,73.21,1.28
0.304,35.53,80.6,59.93,1.82
0.569,28.86,90.97,85.9,2.42
0.393,33.96,167.15,47.34,2.15
0.732,34.87,152.16,65.99,3.57
0.386,27.98,126.45,54.25,2.16
0.344,23.93,156.27,49.2,2.08
0.501,28.21,84.75,62.36,2.25
0.716,25.07,123.88,60.03,3.08
0.332,22.73,137.67,89.67,2.21
0.655,33.42,57.73,74.76,2.63
0.348,20.08,91.89,78.16,1.78
0.459,31.74,50.37,74.33,2.39
0.502,28.85,68.04,56.77,1.93
0.79,23.05,121.12,65.16,3.87
0.295,32.95,129.49,57.88,1.73
0.705,26.66,70.82,76.23,2.89
0.352,24.53,57.12,77.8,1.39
0.768,25.75,73.79,73.3,2.71
0.672,23.14,75.9,62.26,2.39
0.487,24.56,172.33,66.16,2.61
0.741,21.71,148.53,65.73,3.49
0.418,32.38,92.68,80.76,1.92
0.461,20.16,142.91,82.37,2.4
0.688,26.08,188.72,57.03,3.64
0.613,24.5,147.42,62.39,3.35
0.257,33.17,52.19,58.59,1.54
0.604,34.11,177.23,48.85,3.09
0.722,24.36,135.57,77.01,3.06
0.612,26.49,74.36,52.77,2.67
0.555,29.15,198.41,76.62,3.03
0.394,29.76,196.21,61.51,2.56
0.433,32.35,139.87,50.61,2.25
0.438,30.25,82.67,51.84,2.04
0.584,28.74,115.41,64.75,2.96
0.507,33.93,195.91,46.8,2.72
0.291,30.91,60.17,73.22,1.52
0.544,27.33,176.5,70.37,2.82
0.793,31.04,55.91,82.35,3.21
0.267,32.78,100.78,56.17,1.66
0.356,25.3,142.89,67.8,1.73
0.401,28.7,176.65,88.02,2.88
0.318,30.15,132.23,77.16,2.19
0.384,30.31,104.42,68.78,1.69
0.557,22.67,151.92,87.96,3.23
0.501,28.25,89.03,46.33,2.24
0.526,28.23,162.28,56.11,3.05
0.779,21.82,187.73,79.32,3.68
0.451,34.88,76.12,70.3,2.38
0.43,34.24,169.32,75.77,2.27
0.374,21.81,60.89,83.83,1.28
0.774,29.3,132.13,63.28,3.22
0.308,35.55,106.62,81.41,1.56
0.662,21.17,163.37,89.75,3.53
0.596,35.44,117.99,81.05,2.98
0.556,20.74,81.98,59.41,2.49
0.351,35.08,180.41,83.19,2.41
0.309,22.03,57.62,60.99,1.39
0.287,24.58,88.62,54.3,1.57
0.353,31.22,54.03,55.62,1.33
0.58,20.48,120.46,85.07,2.71
0.772,29.38,60.28,71.36,2.99
0.558,30.56,125.92,87.43,2.58
0.634,33.09,68.46,85.25,2.64
0.673,24.52,80.71,53.54,3.62
0.559,27.08,150.49,62.36,2.86
0.55,31.29,114.35,55.65,1.91
0.568,28.46,171.15,59.31,2.93
0.322,23.4,188.13,61.1,1.68
0.673,30.97,121.77,55.18,2.92
0.782,35.21,166.9,55.08,3.38
0.475,26.59,115.17,61.53,2.5
0.405,21.67,121.04,69.92,1.99
0.612,21.8,164.86,60.85,3.12
0.331,30.38,167.4,78.16,2.21
0.506,31.16,118.71,49.5,2.64
0.556,35.27,77.47,73.05,2.57
0.353,30.07,128.1,74.82,1.94
0.754,20.57,134.98,61.5,3.45
0.353,31.48,156.82,73.66,2.58
0.695,32.02,142.76,47.25,3.42
0.647,21.27,91.81,57.98,2.67
0.684,22.02,127.88,64.62,3.25
0.4,34.23,93.94,69.13,2.17
0.391,29.85,106.67,63.87,1.62
0.267,29.97,65.95,51.79,1.29
0.372,29.53,117.2,78.7,1.47
0.481,22.6,185.59,61.15,2.73
0.455,22.51,151.88,53.83,2.33
0.306,29.78,56.05,69.83,1.38
0.77,30.87,145.37,72.28,3.3
0.71,24.06,121.39,67.14,3.21
0.61,26.66,74.64,73.5,2.4
0.327,23.94,117.64,61.77,1.86
0.62,26.46,75.38,86.75,2.71
0.799,27.4,178.12,47.17,3.55
0.679,23.5,86.32,56.13,2.7
0.381,24.56,142.73,79.39,2.02
0.55,24.12,149.81,55.5,2.77
0.614,20.72,104.0,87.65,2.74
0.364,35.49,162.03,66.91,2.27
0.485,24.9,162.71,53.1,2.69
0.78,27.35,136.42,71.65,4.06
0.295,33.97,124.59,62.28,1.84
0.534,27.31,141.87,74.3,2.65
0.601,31.16,120.73,73.98,2.9
0.62,21.42,116.55,66.45,2.71
0.643,22.69,126.58,82.49,3.22
0.411,27.35,92.22,49.52,1.85
0.537,32.33,100.97,59.77,3.26
0.486,21.76,87.12,88.84,2.54
0.7,31.55,139.41,73.07,3.71
0.744,28.09,71.43,83.27,2.89
0.496,24.13,115.12,52.3,2.52
0.707,29.4,91.92,45.92,3.26
0.334,20.83,165.4,83.05,2.18
0.576,27.8,139.81,77.38,2.6
0.647,33.91,102.53,59.93,2.53
0.491,23.18,187.97,81.7,2.85
0.631,24.94,129.02,88.47,2.83
0.66,29.39,160.53,45.04,3.14
0.688,25.03,98.4,51.17,2.9
0.779,25.61,56.84,52.53,2.83
0.296,33.47,84.04,79.07,1.54
0.709,20.52,199.41,68.3,3.75
0.325,33.96,192.29,72.38,2.28
0.411,25.41,131.93,76.92,2.35
0.347,34.28,137.52,72.38,1.9
0.623,20.33,141.92,54.46,2.76
0.6,33.75,57.6,58.07,2.6
0.285,23.21,192.35,89.63,2.23
0.495,29.16,85.13,45.64,2.2
0.574,26.72,180.66,52.63,3.27
0.313,31.86,115.97,63.09,1.86
0.602,33.44,106.5,47.35,2.86
0.671,20.23,86.88,73.58,2.19
0.667,31.3,60.75,67.63,2.42
0.614,26.03,133.36,85.3,2.55
0.479,30.41,158.47,71.92,2.51
0.431,26.96,85.66,79.0,1.92
0.431,21.46,127.88,82.6,2.3
0.699,32.64,96.09,76.88,2.57
0.449,22.12,136.03,45.32,2.38
0.745,25.16,132.88,88.86,3.79
0.551,35.79,179.16,75.28,3.31
0.406,29.62,198.81,89.87,2.08
0.61,31.84,145.44,88.94,2.89
0.59,21.99,55.99,53.59,2.43
0.378,35.89,120.78,67.26,1.94
0.769,32.51,160.0,80.56,3.56
0.456,23.65,157.5,62.35,2.91
0.653,32.68,103.17,54.57,2.67
0.67,28.55,194.9,59.95,3.74
0.612,32.53,175.43,73.57,3.1
0.744,33.06,61.03,71.21,2.63
0.64,23.16,155.09,70.81,2.93
0.523,32.7,60.0,89.09,2.38
0.325,28.9,61.39,84.02,1.5
0.733,33.41,174.21,49.4,3.56
0.699,21.8,119.01,85.98,3.16
0.612,26.71,133.78,52.29,2.83
0.559,25.15,86.3,89.52,2.41
0.649,29.32,180.87,71.32,3.6
0.353,29.51,85.44,80.07,1.76
0.708,20.97,62.59,84.39,2.73
0.509,22.3,106.05,48.66,2.59
0.357,35.14,190.67,83.97,2.14
0.254,30.17,151.39,46.68,1.7
0.256,26.1,97.71,75.95,1.45
0.678,34.86,187.93,78.24,3.76
0.769,20.08,90.31,61.21,3.02
0.325,20.74,171.9,63.2,1.8
0.564,25.99,113.16,62.18,2.75
0.604,32.96,90.82,58.05,2.86
0.652,29.72,128.23,54.47,2.91
0.689,35.23,101.72,83.03,2.7
0.78,30.98,67.35,81.21,3.37
0.443,29.58,137.76,85.77,2.77
0.731,33.53,185.07,54.44,3.82
0.558,20.17,155.9,81.47,2.79
0.546,31.98,136.38,53.75,2.72
0.598,35.07,191.59,83.65,3.32
0.48,33.47,171.06,63.83,2.91
0.719,27.84,71.83,48.34,3.46
0.633,28.53,116.79,61.73,2.9
0.592,24.31,103.04,68.62,2.53
0.408,20.51,132.49,69.82,2.27
0.28,31.16,55.35,74.63,1.39
0.404,24.72,99.99,53.61,2.17
0.357,28.91,135.18,70.76,1.92
0.32,33.87,165.15,68.79,2.35
0.288,29.28,131.16,80.5,1.2
0.761,24.32,72.7,46.67,3.01
0.568,24.73,69.42,64.12,2.42
0.259,22.15,192.02,87.8,1.75
0.439,28.3,139.37,57.44,2.79
0.704,29.05,121.77,72.18,3.3
0.506,24.74,95.29,53.17,1.91
0.59,31.71,159.5,63.15,2.74
0.79,35.78,68.78,73.6,2.9
0.572,34.48,193.23,86.1,3.01
0.303,35.9,169.53,86.72,2.35
0.402,22.73,95.67,58.72,1.83
0.534,24.81,195.35,50.45,2.74
0.506,31.99,78.73,68.98,1.92
0.414,21.57,164.26,68.34,2.21
0.412,30.9,134.51,83.28,1.98
0.519,27.33,144.46,74.85,2.69
0.407,27.03,67.13,67.98,2.26
0.462,26.7,127.19,84.31,2.28
0.331,27.49,71.42,45.12,1.74
0.619,35.32,160.33,52.09,2.72
0.608,24.02,124.93,53.14,2.63
0.573,34.23,148.82,89.04,3.21
0.742,25.91,130.69,61.46,3.54
0.448,30.06,178.62,55.84,2.36
0.765,33.45,98.09,60.81,3.29
0.432,28.34,192.72,49.74,2.93
0.774,30.37,109.22,68.54,3.21
0.379,28.86,102.71,46.79,2.17
0.279,24.9,140.37,55.8,1.64
0.595,33.64,112.06,88.24,2.86
0.468,31.65,88.39,81.79,2.25
0.377,21.63,148.13,70.29,2.23
0.432,32.42,109.49,48.28,1.85
0.689,27.01,148.98,82.1,3.02
0.508,21.44,195.0,68.46,3.23
0.292,33.53,112.99,53.13,1.83
0.554,33.29,157.72,88.2,2.78
0.65,34.54,114.83,53.24,3.03
0.502,27.2,124.28,81.03,2.5
0.444,22.09,180.08,49.67,2.4
0.423,32.45,75.35,64.04,1.33
0.544,29.78,96.22,87.22,2.59
0.399,35.59,114.12,82.98,2.22
0.685,30.41,57.21,79.65,3.06
0.328,30.98,80.31,55.34,1.24
0.371,33.39,183.99,74.97,2.21
0.724,29.96,180.61,87.9,3.46
0.509,22.27,122.91,69.76,2.59
0.759,26.07,54.9,46.83,2.79
0.752,22.82,59.99,77.3,3.24
0.495,32.62,69.63,68.87,1.99
0.413,21.81,149.42,64.32,2.03
0.546,29.23,112.02,57.54,2.75
0.54,33.15,144.75,86.41,3.18
0.492,20.83,196.41,71.89,2.25
0.36,27.24,102.44,61.38,1.99
0.376,20.62,110.21,68.76,2.19
0.698,33.26,193.38,64.86,3.37
0.588,33.27,123.33,51.96,2.98
0.738,34.19,198.97,59.59,3.51
0.441,33.92,146.21,89.14,2.88
0.455,32.28,140.15,77.47,2.34
0.47,30.89,128.36,85.45,2.28
0.538,34.14,163.82,78.86,3.04
0.455,35.68,62.36,59.85,2.29
0.481,26.79,194.66,67.93,2.42
0.274,28.12,53.48,63.18,1.38
0.44,31.25,89.26,79.77,2.22
0.586,32.77,126.14,57.74,3.25
0.526,24.24,164.88,62.02,2.86
0.587,33.62,180.37,53.38,3.41
0.555,27.58,150.87,53.3,3.09
0.468,30.99,99.15,71.07,1.99
0.519,29.55,176.96,79.51,2.83
0.626,30.86,190.41,69.73,3.07
0.673,21.27,118.26,77.94,3.09
0.428,25.84,131.6,54.83,2.02
0.468,30.47,138.99,70.67,2.61
0.548,23.03,123.76,53.83,2.27
0.799,29.43,119.53,46.22,4.07
0.744,33.03,185.51,69.02,3.65
0.739,29.11,154.63,84.62,3.76
0.359,32.08,104.65,78.63,1.68
0.494,32.92,120.32,83.22,2.55
0.383,22.54,56.23,78.31,2.08
0.499,30.66,163.91,75.06,2.97
0.315,27.99,180.76,53.08,2.29
0.633,21.65,160.33,75.19,2.67
0.597,27.2,129.39,46.57,2.78
0.418,22.05,60.04,49.73,2.08
0.275,27.96,166.32,60.53,2.39
0.449,20.43,182.48,47.27,2.23
0.316,33.81,67.01,47.58,1.33
0.516,32.2,129.77,79.73,2.61
0.668,22.31,178.03,87.81,2.94
0.445,20.26,152.03,49.32,2.62
0.253,24.05,192.92,57.79,2.23
0.458,28.57,121.1,70.36,1.96
0.387,24.58,169.24,66.49,2.15
0.757,26.47,156.01,57.05,3.26
0.413,35.77,132.74,63.63,2.45
0.275,22.92,180.1,70.86,2.45
0.729,27.9,68.83,56.42,2.88
0.637,31.82,100.78,82.83,3.02
0.405,33.27,75.95,59.31,1.87
0.744,32.19,122.02,77.08,2.87
0.295,29.74,149.09,68.37,1.55
0.344,26.8,51.96,81.16,1.28
0.697,26.22,189.76,72.49,3.3
0.284,21.93,97.17,58.43,1.65
0.661,28.09,124.88,60.63,3.48
0.672,28.81,88.68,56.37,3.18
0.56,31.35,102.38,55.85,2.32
0.473,25.56,141.82,74.1,2.47
0.323,35.78,176.18,48.74,2.01
0.562,20.91,99.22,58.27,2.33
0.777,28.49,81.53,73.9,3.14
0.452,28.01,126.06,78.66,2.5
0.345,21.86,113.57,73.9,1.85
0.549,32.3,54.62,59.74,1.83
0.712,35.98,64.05,70.9,3.01
0.346,25.4,173.19,56.83,2.53
0.366,34.22,138.25,87.85,2.32
0.377,32.94,160.44,55.06,2.35
0.413,35.14,139.48,46.66,1.95
0.49,31.59,186.89,71.07,3.08
0.69,23.31,99.93,69.14,3.37
0.492,34.62,170.18,81.24,2.81
0.736,28.21,112.98,58.05,3.59
0.617,27.72,75.76,72.67,2.89
