ndvi,temperature,rainfall,humidity,yield_tph
0.634,32.87,176.8,77.67,3.32
0.595,33.02,76.76,59.24,2.78
0.39,30.54,152.19,75.72,2.64
0.431,35.51,91.35,51.9,2.39
0.337,35.46,169.44,53.51,2.24
0.336,35.58,154.62,63.47,2.25
0.308,26.29,114.77,49.64,1.57
0.421,26.11,65.38,77.6,2.11
0.674,24.24,142.09,44.12,3.42
0.474,35.22,115.42,50.2,2.33
0.489,22.97,155.76,72.54,2.69
0.373,24.16,148.87,63.33,2.09
0.617,36.82,149.79,41.27,3.41
0.488,24.0,80.57,60.37,2.45
0.672,23.94,112.37,47.22,3.26
0.708,36.55,116.41,59.48,3.05
0.622,26.96,154.18,68.24,3.34
0.452,36.1,108.68,49.25,2.3
0.58,28.04,163.84,58.15,3.51
0.439,27.98,93.01,50.38,2.04
0.797,24.16,178.34,57.47,3.89
0.722,36.7,70.6,46.21,3.18
0.571,34.19,119.65,64.22,2.54
0.831,25.61,130.66,49.56,4.07
0.601,33.64,113.1,77.52,3.4
0.481,23.66,125.8,71.99,2.44
0.353,30.38,153.43,41.33,2.17
0.599,26.07,80.43,70.46,2.83
0.773,35.61,173.73,40.49,4.1
0.777,30.18,107.1,43.31,3.48
0.633,36.74,134.69,82.45,2.85
0.516,31.36,112.97,72.69,2.85
0.658,30.06,131.93,60.22,3.62
0.719,33.1,146.99,41.54,3.69
0.526,34.54,120.86,79.0,2.65
0.562,22.24,73.38,64.04,2.47
0.674,30.36,99.98,84.87,3.19
0.782,34.41,156.58,66.92,3.84
0.735,28.52,128.37,40.86,3.91
0.312,22.72,151.02,50.45,2.05
0.368,22.28,166.58,57.79,2.36
0.769,34.7,112.64,62.53,3.59
0.759,25.17,102.35,81.09,3.42
0.514,24.8,73.37,81.92,2.07
0.621,26.63,92.49,80.46,2.66
0.798,23.63,110.59,54.14,3.87
0.801,22.85,75.86,40.99,3.35
0.731,35.96,73.58,51.56,2.94
0.415,26.84,113.43,55.38,1.93
0.702,31.32,104.69,48.16,2.84
0.356,35.72,161.59,83.8,2.41
0.792,37.64,63.37,79.45,3.47
0.382,33.02,151.58,54.73,2.28
0.664,37.2,85.01,47.14,2.92
0.636,28.78,165.54,59.78,3.35
0.727,34.63,94.02,84.0,3.53
0.603,37.0,126.07,77.91,3.09
0.333,22.85,90.45,73.66,1.54
0.688,27.08,109.43,66.72,3.09
0.511,33.84,88.58,72.23,2.5
0.476,27.04,104.77,51.05,2.38
0.845,22.27,163.78,71.05,4.23
0.625,34.91,143.36,56.44,3.19
0.691,24.64,100.17,41.87,3.39
0.589,27.13,162.53,75.12,2.94
0.723,36.57,66.17,65.81,2.97
0.714,25.34,144.62,45.51,3.19
0.661,36.32,135.17,45.69,3.35
0.849,28.76,104.94,51.96,3.94
0.553,36.69,109.51,76.98,2.54
0.688,36.03,105.49,75.87,3.06
0.739,28.64,136.92,75.95,3.88
0.507,36.75,88.56,44.8,2.22
0.551,32.12,179.36,69.69,3.29
0.833,29.61,60.35,61.42,3.35
0.318,30.49,115.91,46.43,1.8
0.484,23.01,87.52,79.45,2.16
0.567,34.92,102.54,77.14,2.97
0.301,26.68,163.57,57.63,2.18
0.795,26.32,102.87,75.74,3.41
0.457,33.45,85.69,65.47,2.1
0.442,27.93,104.02,78.8,2.32
0.751,30.23,98.39,51.77,3.49
0.453,28.75,120.95,52.21,2.34
0.662,30.07,167.99,58.78,3.51
0.752,25.55,143.55,49.07,3.79
0.736,36.16,162.02,68.53,3.58
0.73,31.76,96.14,49.7,3.27
0.349,25.74,63.55,53.48,1.56
0.344,23.46,103.42,46.08,1.64
0.469,30.57,144.84,80.85,2.77
0.32,29.49,93.11,52.85,1.8
0.575,36.92,93.19,48.49,2.89
0.517,25.69,71.15,59.98,2.31
0.606,36.11,84.97,46.93,2.48
0.464,34.26,147.96,48.07,2.63
0.567,29.62,120.93,65.22,2.76
0.484,35.98,68.06,52.23,2.17
0.407,35.79,179.67,74.47,2.13
0.657,33.43,128.09,60.79,3.26
0.67,23.62,78.66,58.59,3.25
0.756,24.56,65.82,61.34,3.26
0.781,31.47,126.92,75.01,3.43
0.687,25.93,90.34,40.42,2.96
0.678,30.82,90.1,43.8,2.92
0.331,30.97,119.42,62.23,1.69
0.36,31.39,115.71,66.14,2.01
0.747,31.12,103.18,42.75,3.79
0.428,28.07,157.09,64.71,2.62
0.496,25.36,108.0,57.42,2.81
0.38,30.3,113.8,63.59,2.32
0.407,29.92,135.38,45.42,2.16
0.726,26.4,145.78,77.89,3.56
0.444,22.82,104.6,51.68,2.35
0.547,25.29,122.47,49.62,2.81
0.383,30.81,120.26,83.21,2.04
0.673,30.57,165.48,50.21,3.74
0.701,24.14,110.08,82.33,3.22
0.499,31.7,115.26,51.47,2.74
0.732,28.76,129.09,64.54,3.08
0.432,32.46,139.83,73.69,2.36
0.681,36.21,60.12,50.3,2.95
0.701,26.94,138.21,68.63,3.5
0.833,27.56,78.27,84.75,3.41
0.428,32.83,177.11,75.5,2.65
0.352,37.19,102.95,79.39,1.64
0.445,29.78,117.82,55.74,2.91
0.368,24.71,68.19,75.1,1.7
0.393,36.96,164.66,79.51,2.61
0.484,29.52,89.71,43.51,2.35
0.528,29.37,96.78,62.65,2.8
0.797,30.64,134.49,84.21,3.5
0.408,26.04,60.91,72.02,1.92
0.834,34.56,178.89,43.61,4.22
0.746,32.26,120.89,74.25,3.6
0.785,37.28,160.14,42.89,3.48
0.811,25.26,168.85,52.84,3.96
0.714,31.91,60.05,61.96,3.16
0.734,30.27,111.38,51.73,3.61
0.541,36.32,166.77,41.26,2.96
0.581,22.49,143.1,59.77,2.63
0.813,34.17,148.71,73.38,4.15
0.508,31.97,126.18,54.63,2.64
0.323,31.72,177.14,66.43,2.05
0.72,36.01,72.39,53.52,3.15
0.615,31.44,164.42,42.95,3.15
0.748,33.45,141.33,82.93,3.68
0.342,32.33,125.73,63.21,2.07
0.642,23.11,140.28,83.67,3.6
0.436,23.81,154.09,84.42,2.56
0.797,27.42,82.23,72.68,3.67
0.36,32.81,86.48,44.95,1.95
0.764,22.42,89.39,66.83,3.48
0.349,34.36,101.59,80.87,1.97
0.314,25.25,127.92,75.37,1.73
0.429,30.95,169.32,79.93,2.42
0.483,25.22,90.5,41.57,2.42
0.645,24.82,126.41,75.52,3.47
0.372,27.35,177.21,68.13,2.66
0.541,36.74,141.25,84.18,3.19
0.412,25.81,111.46,64.85,1.74
0.77,22.78,68.92,57.98,3.39
0.325,36.12,98.84,73.84,1.83
0.496,29.02,98.58,52.56,2.35
0.647,31.94,140.86,81.7,3.34
0.802,36.17,80.53,58.46,3.6
0.777,34.09,119.19,53.52,3.93
0.792,34.74,107.95,73.01,3.53
0.335,29.68,76.84,81.01,1.95
0.763,33.0,166.62,45.54,3.84
0.729,37.42,134.55,53.14,3.52
0.796,36.24,140.82,42.23,3.5
0.471,31.8,107.43,59.28,2.68
0.801,23.37,160.52,44.0,4.31
0.521,37.68,171.14,75.44,2.97
0.649,25.61,62.97,44.26,2.66
0.533,27.77,113.98,71.22,2.98
0.535,24.25,140.57,71.98,3.09
0.601,24.67,160.43,55.34,3.09
0.496,34.73,154.57,70.15,2.98
0.736,24.05,177.67,54.53,3.97
0.649,25.03,150.99,49.91,3.37
0.679,24.74,75.01,53.28,2.99
0.427,27.92,79.13,77.0,2.36
0.833,33.11,174.26,82.83,4.19
0.663,32.3,62.91,54.64,2.81
0.408,33.6,105.25,61.32,2.42
0.713,33.63,111.77,54.24,3.55
0.396,22.05,91.13,49.8,2.14
0.335,32.95,147.6,44.45,2.24
0.59,32.95,159.94,55.71,3.19
0.604,22.99,174.77,66.06,3.42
0.404,28.83,176.05,64.03,2.0
0.492,23.26,107.01,45.24,2.26
0.82,25.05,173.47,74.96,4.01
0.457,29.84,118.24,68.03,2.56
0.386,22.19,159.99,56.86,2.38
0.846,23.52,154.53,77.82,4.5
0.466,23.36,86.93,62.93,1.81
0.674,23.99,128.48,49.36,3.44
0.427,22.8,176.55,81.45,2.66
0.603,31.79,123.2,61.23,2.63
0.512,24.86,122.69,56.54,2.83
0.829,35.8,135.24,78.4,4.02
0.538,36.16,171.47,72.99,2.69
0.621,33.06,106.54,52.67,2.79
0.82,23.04,64.56,49.79,3.49
0.844,36.27,81.65,52.53,3.74
0.356,28.7,175.24,54.51,2.57
0.759,24.9,91.33,54.55,3.57
0.51,34.46,149.25,62.64,2.86
0.627,27.55,106.03,67.25,3.18
0.506,30.1,64.51,51.54,2.44
0.521,33.89,99.7,59.68,2.58
0.387,23.62,109.54,70.62,2.04
0.615,24.71,87.8,60.33,2.52
0.601,37.5,176.32,65.59,3.11
0.404,33.42,178.9,42.56,2.33
0.598,25.7,93.18,76.19,2.6
0.835,31.18,175.13,58.13,4.52
0.693,25.01,170.4,78.13,3.45
0.565,35.85,173.87,59.46,3.29
0.804,29.18,148.38,66.68,3.74
0.616,34.91,118.65,45.51,2.71
0.374,37.55,109.39,62.86,2.29
0.601,37.69,63.42,54.48,2.54
0.4,24.2,85.7,51.46,1.83
0.722,37.12,148.72,81.05,3.15
0.832,26.32,73.61,57.25,4.03
0.498,27.75,61.57,77.3,2.09
0.539,23.01,154.95,77.16,3.17
0.532,32.33,107.03,74.54,2.85
0.457,32.31,107.46,70.71,2.35
0.737,34.43,92.61,56.25,3.2
0.64,37.14,160.8,61.24,3.49
0.335,28.85,158.08,83.79,2.49
0.761,28.52,120.67,49.62,4.08
0.403,32.23,130.52,69.45,2.42
0.839,32.68,89.49,73.59,3.9
0.507,29.12,77.3,47.4,2.38
0.639,36.71,99.87,62.34,3.27
0.343,22.83,153.19,46.33,1.91
0.49,34.1,167.13,63.85,2.53
0.741,25.33,110.03,65.95,3.32
0.562,29.93,167.66,47.43,2.95
0.798,35.62,95.33,62.57,3.9
0.616,27.27,105.69,43.4,2.92
0.811,36.39,98.16,80.84,3.61
0.84,29.21,89.0,84.87,3.87
0.55,33.24,108.13,83.77,2.64
0.611,33.56,100.49,65.82,2.91
0.759,26.17,85.85,81.97,3.06
0.422,36.41,123.45,65.56,2.15
0.774,23.99,138.48,81.76,3.81
0.626,31.44,148.58,59.17,3.11
0.699,36.86,154.9,84.13,3.37
0.344,22.5,120.92,83.59,2.4
0.721,30.5,103.63,81.96,3.12
0.471,25.94,91.54,63.76,2.51
0.743,25.08,110.6,73.88,3.57
0.58,25.74,96.24,46.81,2.64
0.451,36.44,125.89,77.4,2.37
0.824,28.81,61.45,67.93,3.38
0.721,25.77,116.84,57.72,3.76
0.842,36.84,148.78,84.05,4.51
0.5,27.15,93.53,47.0,2.5
0.657,33.58,164.57,79.05,3.76
0.636,30.59,81.79,51.42,2.97
0.678,32.87,154.82,76.38,3.71
0.321,24.92,148.96,84.97,2.13
0.46,32.86,107.33,60.67,2.06
0.8,36.49,60.21,77.99,3.76
0.533,23.61,71.5,83.94,2.72
0.828,27.22,126.11,79.71,3.84
0.417,37.56,171.4,58.08,2.43
0.849,25.6,113.29,73.12,3.96
0.684,22.95,151.43,84.82,3.4
0.727,22.88,78.87,40.72,3.38
0.518,26.4,155.93,59.77,3.09
0.799,29.92,91.61,55.51,3.75
0.6,26.3,74.9,68.05,2.44
0.675,26.49,116.46,83.59,3.57
0.352,35.3,120.58,48.88,1.94
0.647,34.27,130.92,77.04,3.21
0.783,26.97,116.55,63.01,3.59
0.398,27.52,110.63,57.18,2.07
0.706,37.51,136.52,76.83,3.25
0.314,37.2,147.13,78.05,2.11
0.809,37.57,109.16,72.2,3.81
0.841,37.03,158.77,42.94,3.94
0.495,32.05,103.74,79.16,2.75
0.359,26.93,167.56,77.57,1.98
0.662,37.51,82.93,52.45,2.93
0.316,33.89,130.09,67.09,1.95
0.565,33.38,170.3,80.85,3.0
0.449,34.76,86.18,52.76,2.14
0.56,31.58,178.26,58.74,2.99
0.31,31.33,156.78,43.56,2.11
0.328,27.78,108.6,57.07,1.74
0.309,24.41,118.8,58.14,1.95
0.641,29.02,70.86,77.79,2.54
0.608,30.28,113.75,40.51,3.03
0.428,36.04,178.83,63.07,2.59
0.656,28.43,179.17,53.41,3.61
0.786,36.13,79.72,67.78,3.4
0.453,27.08,61.78,42.96,2.09
0.758,37.11,77.07,59.48,3.68
0.664,22.62,127.56,75.9,3.19
0.319,30.41,169.33,49.27,2.4
0.506,27.15,62.69,66.53,2.66
0.579,26.71,101.32,58.89,3.13
0.702,23.27,179.33,60.78,3.67
0.458,32.9,125.21,56.97,2.47
0.841,28.28,119.85,52.98,3.83
0.676,37.18,68.25,45.97,2.86
0.505,33.4,103.89,52.47,2.68
0.353,29.09,113.97,84.56,2.04
0.4,32.04,120.22,82.66,2.3
0.568,23.06,167.72,41.91,2.81
0.572,31.43,168.88,45.69,2.91
0.722,32.66,110.61,78.01,3.42
0.699,23.7,63.14,47.92,3.12
0.411,32.92,164.12,57.79,2.19
0.627,29.58,128.15,44.05,3.02
0.311,29.67,80.73,43.16,1.99
0.519,33.58,133.51,67.63,2.77
0.72,29.2,129.05,76.83,3.6
0.52,25.75,103.04,47.51,2.81
0.76,26.77,67.23,65.95,3.32
0.837,33.81,63.03,72.09,3.63
0.634,23.14,142.85,83.66,2.66
0.38,35.45,71.64,84.92,1.97
0.509,31.32,169.6,55.34,2.83
0.305,33.63,77.63,51.28,1.83
0.631,27.5,126.03,67.89,3.26
0.752,25.56,152.94,47.87,3.53
0.646,34.87,162.92,54.5,3.6
0.732,23.64,166.41,66.13,4.02
0.74,24.65,126.61,41.92,3.64
0.768,26.56,88.64,59.89,3.21
0.447,27.62,84.39,53.67,2.12
0.779,25.26,113.77,44.21,3.61
0.66,36.6,135.51,44.96,3.58
0.459,22.43,163.4,55.42,2.75
0.843,34.86,120.41,45.53,4.0
0.823,28.58,144.13,70.25,4.06
0.616,35.38,142.81,45.97,3.14
0.764,34.74,74.19,50.08,3.34
0.444,23.94,157.82,58.24,2.42
0.529,32.66,111.62,76.4,2.5
0.401,28.06,66.83,64.68,1.8
0.586,35.14,128.32,69.99,3.02
0.573,35.62,168.86,57.42,2.82
0.417,25.02,151.12,55.07,2.61
0.67,29.66,74.41,72.63,3.01
0.365,31.51,155.97,57.08,2.12
0.334,30.71,65.46,68.57,1.41
0.512,26.03,129.01,66.23,2.91
0.525,26.36,73.8,84.03,2.09
0.476,35.73,132.27,51.64,2.83
0.442,22.52,78.35,40.83,1.96
0.486,26.2,167.25,63.51,2.43
0.39,25.57,138.25,51.18,2.18
0.522,27.93,112.74,83.52,2.76
0.798,32.98,168.87,72.45,4.05
0.423,30.52,80.74,52.36,1.84
0.676,30.65,165.38,66.74,3.48
0.378,33.7,73.6,46.9,1.96
0.495,34.99,152.66,78.97,2.72
0.477,24.56,77.13,54.93,2.02
0.815,23.73,78.44,81.5,3.81
0.535,26.82,163.39,57.33,2.79
0.68,35.24,113.73,41.7,2.9
0.631,30.67,90.55,54.49,3.03
0.378,24.29,139.04,74.77,2.74
0.817,24.62,163.39,67.94,4.03
0.49,36.37,109.87,75.64,2.58
0.325,27.87,94.31,70.32,2.06
0.465,26.08,93.19,68.0,2.18
0.485,33.1,141.9,51.61,2.69
0.351,35.77,144.83,68.04,2.01
0.641,29.08,169.61,82.17,3.22
0.491,34.66,62.53,73.51,1.94
0.646,28.88,76.45,46.84,3.11
0.304,33.06,130.75,60.97,1.57
0.84,31.2,95.24,76.74,3.91
0.394,36.31,114.0,43.89,2.17
0.663,27.2,171.25,45.07,3.17
0.694,34.33,71.59,44.43,3.38
0.394,32.94,137.79,53.69,1.93
0.361,35.42,156.5,62.74,2.39
0.384,31.72,74.46,67.37,1.41
0.436,29.36,137.59,55.39,2.41
0.393,22.79,159.8,46.97,2.43
0.671,35.44,84.81,52.7,3.06
0.531,36.56,76.19,46.47,2.84
0.596,29.19,67.81,68.94,3.1
0.326,25.56,147.46,64.65,2.2
0.774,32.35,109.67,47.13,3.91
0.394,23.95,119.93,61.76,1.83
0.498,22.65,71.87,65.75,2.16
0.34,26.64,73.9,52.28,1.8
0.375,32.88,140.88,48.17,2.03
0.666,35.03,109.49,78.01,2.88
0.681,24.51,160.84,53.85,3.82
0.672,37.14,154.45,58.73,3.44
0.604,30.83,154.28,84.8,2.75
0.824,36.8,163.28,60.06,4.3
0.579,24.4,161.69,57.07,3.11
0.547,29.33,125.17,54.91,2.51
0.436,28.89,94.49,50.15,2.24
0.354,28.59,127.55,68.81,1.89
0.601,36.89,88.4,73.32,2.92
0.473,35.59,83.02,48.99,2.27
0.588,34.71,120.74,65.58,2.93
0.413,26.58,134.75,72.71,2.44
0.761,27.42,114.12,66.18,3.35
0.85,26.15,156.76,82.4,4.27
0.477,34.7,130.1,65.5,2.69
0.763,28.29,177.35,45.48,3.7
0.78,37.66,80.41,83.58,3.55
0.848,27.83,97.47,73.31,4.01
0.488,24.72,68.48,75.29,2.58
0.716,36.88,119.91,64.27,3.37
0.426,34.52,65.99,53.98,1.97
0.644,31.33,138.14,83.88,3.46
0.688,35.74,89.96,75.42,3.37
0.708,37.19,150.63,46.53,3.49
0.414,35.78,64.78,56.11,1.84
0.767,36.47,100.41,80.44,3.68
0.532,26.34,171.73,66.87,3.04
0.419,30.17,68.27,45.37,1.79
0.598,34.72,165.05,45.15,3.36
0.775,30.42,99.67,45.75,3.25
0.832,32.27,64.55,41.71,3.59
0.712,36.77,168.04,64.33,3.97
0.303,26.73,111.49,70.58,1.46
0.374,30.63,112.14,60.25,2.24
0.342,31.02,142.67,62.15,1.78
0.356,27.75,116.23,43.57,2.01
0.511,27.89,153.23,55.26,3.06
0.486,34.3,128.09,70.36,2.52
0.363,36.87,98.16,58.41,2.15
0.785,32.14,136.66,50.2,3.95
0.638,29.81,70.51,61.96,2.88
0.738,34.01,119.06,46.3,3.61
0.504,37.96,100.89,58.62,2.47
0.526,23.32,108.29,66.2,2.72
0.475,32.43,140.93,48.7,2.14
0.541,30.9,79.44,79.44,2.57
0.636,31.76,64.13,56.54,3.18
0.571,22.37,165.02,42.54,3.19
0.761,37.29,162.29,44.3,4.09
0.795,23.37,170.29,74.92,3.95
0.558,26.92,145.13,84.53,3.17
0.432,26.77,166.08,42.47,2.2
0.82,33.73,98.77,51.06,3.97
0.704,32.73,77.98,75.04,3.0
0.652,22.99,143.39,49.71,2.93
0.71,24.4,102.3,76.35,3.33
0.342,27.1,92.78,71.92,1.74
0.337,33.27,131.07,60.92,2.1
0.384,36.87,77.38,44.21,1.7
0.381,27.05,131.13,52.17,2.16
0.531,30.41,164.83,53.9,2.35
0.387,27.96,142.61,83.81,2.12
0.77,31.24,121.23,81.74,3.56
0.618,32.05,118.39,41.78,2.86
0.503,30.29,98.21,77.41,2.35
0.338,28.22,151.11,63.03,2.08
0.625,36.08,172.19,64.04,3.48
0.364,34.83,116.93,69.87,1.83
0.709,37.97,165.99,81.74,3.68
0.742,28.6,62.68,80.58,3.24
0.599,22.62,82.76,70.28,2.99
0.382,32.42,66.24,67.92,1.89
0.733,34.53,124.18,48.09,3.6
0.469,36.99,99.59,42.26,1.97
0.422,22.17,161.08,76.86,2.55
0.559,36.07,141.85,53.37,2.87
0.807,30.27,134.3,66.49,3.69
0.464,28.0,75.05,77.99,2.31
0.798,25.55,93.36,79.77,3.26
0.33,35.03,147.06,69.38,2.11
0.346,27.82,84.22,46.03,1.99
0.684,31.67,143.92,66.86,3.46
0.405,30.19,168.08,58.4,2.4
0.474,26.21,164.39,42.54,2.87
0.375,34.6,63.64,84.46,2.15
0.483,26.77,165.7,53.92,2.5
0.454,34.6,94.97,63.71,2.28
0.705,28.55,112.21,76.75,3.54
0.686,22.48,123.68,62.73,3.1
0.825,34.28,109.26,50.8,4.17
0.698,36.39,135.47,48.02,3.31
0.682,23.92,160.18,81.46,3.67
0.682,31.36,143.51,59.07,3.22
0.786,23.15,88.66,52.69,3.34
0.463,35.28,170.27,62.88,2.79
0.465,37.81,143.34,50.16,2.48
0.708,29.92,76.37,53.08,3.1
0.426,27.01,147.58,74.09,2.38
0.802,35.53,64.09,75.46,3.48
0.594,30.33,134.98,54.18,3.4
0.465,29.18,170.96,42.68,2.83
0.727,25.64,128.99,57.01,3.69
0.472,31.86,96.83,70.49,2.75
0.83,31.7,178.6,80.9,4.55
0.841,26.21,157.02,73.25,4.1
0.667,25.38,89.75,47.7,3.08
0.362,29.02,68.67,62.32,1.84
0.445,29.21,175.93,54.24,2.69
0.583,24.05,64.23,71.86,2.85
0.768,26.42,141.18,83.66,4.13
0.402,24.57,177.98,46.46,2.57
0.357,36.42,89.37,53.62,1.74
0.341,23.19,171.12,65.7,2.21
0.579,36.06,110.53,48.75,2.98
0.787,30.45,88.28,57.8,3.46
0.323,32.65,69.84,76.71,2.02
0.417,36.77,132.14,55.48,2.47
0.681,27.85,143.45,47.98,3.6
0.754,33.24,137.45,55.07,3.81
0.744,32.75,132.62,73.67,3.62
0.732,37.81,134.54,53.05,3.36
0.371,22.74,121.55,67.7,1.8
0.518,29.29,85.69,76.52,2.31
0.842,37.83,132.67,47.68,3.94
0.844,27.25,166.52,77.66,4.12
0.631,37.45,62.05,58.94,2.83
0.69,35.07,177.89,72.15,3.79
0.823,27.43,176.73,80.02,4.39
0.547,22.47,92.0,81.92,2.71
0.375,26.49,110.9,56.35,2.22
0.668,23.98,127.81,84.47,3.26
0.828,28.86,161.48,64.71,4.28
0.683,37.03,67.32,74.73,3.04
0.742,30.2,87.21,58.62,3.23
0.533,29.16,139.21,54.72,2.58
0.353,25.45,67.4,70.39,1.64
0.393,31.94,167.12,47.54,2.64
0.84,29.29,166.36,80.79,4.03
0.571,34.36,71.83,80.28,2.87
0.307,30.26,109.86,83.35,1.96
0.825,36.19,121.23,57.05,3.97
0.574,34.53,137.87,50.41,3.03
0.76,24.32,125.05,56.02,3.73
0.602,24.18,60.16,64.59,2.63
0.356,22.39,75.53,41.78,1.83
0.639,27.9,159.9,62.88,3.77
0.849,22.87,154.6,41.08,4.2
0.319,29.2,62.05,75.99,1.88
0.763,25.86,61.78,60.31,3.34
0.43,29.97,162.14,51.36,2.72
0.517,24.53,103.36,42.29,2.95
0.505,30.79,108.81,66.86,2.38
0.794,37.46,173.3,61.7,3.77
0.577,32.2,167.64,77.87,3.23
0.546,31.03,106.87,81.4,2.93
0.75,34.61,155.83,63.25,3.77
0.327,22.09,114.42,53.23,1.79
0.348,26.52,111.56,48.32,1.92
0.312,37.79,62.33,42.54,1.59
0.678,34.52,155.22,59.66,3.55
0.589,23.44,156.92,62.25,2.84
0.782,27.22,151.72,49.58,3.31
0.574,29.04,175.81,43.25,3.37
0.422,36.95,65.74,73.29,2.43
0.743,31.38,176.03,64.66,3.48
0.462,23.24,163.01,79.64,2.37
0.815,30.15,74.11,75.55,3.73
0.438,26.63,65.06,44.1,2.2
0.392,27.42,62.47,68.84,1.96
0.571,23.83,74.0,80.59,2.51
0.328,29.34,158.34,69.82,1.86
0.32,32.71,104.44,65.91,2.12
0.573,34.15,134.58,80.58,2.49
0.418,33.13,107.26,65.91,2.49
0.305,32.57,128.6,82.36,1.93
0.463,35.91,93.38,73.08,2.64
0.563,27.32,167.8,48.01,3.56
0.517,25.43,134.22,43.31,2.94
0.375,23.43,115.84,78.41,1.95
0.619,24.65,93.25,68.19,2.93
0.691,24.39,95.59,73.27,3.27
0.672,36.6,143.52,42.01,3.59
0.517,24.89,109.2,42.86,2.67
0.376,23.5,127.77,80.04,2.19
0.575,28.4,178.49,49.46,3.28
0.79,24.71,97.92,75.37,3.73
0.558,24.09,109.14,42.65,2.49
0.408,27.8,98.59,70.65,2.24
0.351,36.71,70.78,79.51,1.97
0.819,22.49,172.84,67.45,4.06
0.709,25.32,150.04,83.81,3.78
0.472,35.19,133.61,56.84,3.01
0.462,25.92,62.88,41.26,1.84
0.792,29.06,159.99,73.06,3.94
0.398,23.58,68.62,63.04,1.83
0.594,34.72,75.45,70.58,2.62
0.692,33.78,70.47,82.41,3.26
0.518,24.05,77.57,51.33,2.38
0.322,37.17,136.51,49.35,1.61
0.425,31.45,69.75,58.45,2.15
0.796,34.77,136.19,66.27,3.63
0.588,34.22,153.19,78.83,3.27
0.748,30.31,114.98,66.24,3.45
0.606,33.96,136.61,76.69,2.94
0.819,25.8,102.46,66.87,3.69
0.8,22.34,149.69,74.92,3.77
0.566,27.47,178.43,76.46,3.49
0.475,24.44,100.84,84.84,2.28
0.631,37.7,133.11,70.71,3.39
0.671,36.78,176.59,43.77,3.65
0.574,24.31,63.82,77.2,2.78
0.752,27.5,93.53,68.8,3.06
0.401,30.15,79.28,50.36,2.05
0.484,28.38,133.03,63.0,2.7
0.678,33.2,81.29,77.85,3.01
0.436,30.06,97.65,48.56,2.37
0.542,31.04,112.04,69.01,2.84
0.83,32.84,66.47,83.4,3.37
0.644,22.38,95.61,65.55,2.86
0.822,22.2,87.09,84.36,4.02
0.697,24.85,111.57,79.05,3.17
0.699,33.49,179.76,57.54,3.96
0.626,25.85,179.75,45.86,3.37
0.378,36.72,81.99,74.63,1.91
0.586,23.26,145.94,74.23,3.31
0.439,31.28,167.0,76.54,2.43
0.849,22.41,122.43,41.68,3.87
0.447,37.55,148.78,83.73,2.61
0.427,25.42,109.78,51.43,2.47
0.643,31.4,131.87,64.49,3.2
0.581,37.25,115.36,46.94,3.07
0.312,22.49,96.27,49.74,1.3
0.371,30.2,77.64,46.62,1.85
0.746,30.43,95.0,81.5,3.32
0.566,27.62,165.7,57.89,3.32
0.38,32.47,168.18,58.54,2.38
0.556,30.68,163.35,77.72,2.97
0.439,25.99,95.06,48.2,2.48
0.423,33.28,167.25,81.84,2.5
0.827,29.46,79.15,41.64,3.82
0.499,29.52,162.97,80.95,2.91
0.326,37.23,92.97,61.23,1.85
0.834,30.56,138.41,51.5,4.04
0.737,34.55,150.24,84.87,4.12
0.44,35.88,69.29,56.39,2.01
0.525,31.29,94.7,69.7,2.48
0.774,34.58,135.41,58.15,3.6
0.497,26.95,132.06,77.55,2.69
0.612,24.91,166.43,77.93,3.48
0.594,33.13,137.92,51.73,3.39
0.521,36.82,84.51,55.58,2.47
0.652,22.68,153.82,69.25,3.43
0.56,34.21,174.99,77.49,3.42
0.312,22.45,138.07,75.43,2.15
0.748,29.34,115.9,61.78,3.33
0.362,32.84,157.05,84.36,2.22
0.555,28.48,114.8,46.15,2.94
0.619,26.82,78.17,70.91,2.54
0.688,24.99,69.82,59.91,3.3
0.526,37.65,107.69,40.41,2.41
0.705,31.13,145.24,61.01,3.4
0.372,24.05,143.43,83.24,2.2
0.659,22.77,123.82,72.2,3.68
0.754,25.89,112.52,43.61,4.04
0.789,30.62,139.37,61.76,3.71
0.619,34.03,175.2,70.03,3.32
0.472,37.7,94.68,77.1,2.56
0.39,35.34,127.29,40.15,2.12
0.49,31.79,161.4,59.51,2.91
0.597,32.66,91.16,51.89,2.68
0.408,30.35,91.11,71.04,2.31
0.824,28.95,165.86,44.95,3.88
0.793,34.56,175.4,70.62,3.73
0.318,24.84,142.16,47.59,2.22
0.609,27.34,137.34,61.71,3.1
0.734,37.66,123.18,44.26,3.53
0.435,31.15,153.76,77.68,2.38
0.588,29.98,175.86,73.7,3.42
0.523,35.61,105.98,53.56,2.53
0.408,34.19,95.06,48.39,2.38
0.638,27.22,176.8,74.92,2.91
0.847,32.02,120.75,49.97,3.5
0.501,24.97,80.9,55.05,2.63
0.604,22.85,165.73,49.33,3.38
0.48,37.84,72.56,52.97,2.13
0.782,33.8,122.17,61.14,3.81
0.776,36.89,151.05,76.73,3.9
0.398,35.31,165.51,74.2,2.27
0.795,28.85,69.85,47.2,3.38
0.383,35.78,141.39,62.43,2.63
0.352,34.59,156.95,40.09,2.14
0.659,26.13,134.83,42.89,3.29
0.512,31.97,90.73,68.17,2.4
0.592,26.88,141.68,63.22,2.72
